tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,favorite_count,retweet_count,dog_type,dog_breed
887517139158093824,2017-07-19 03:39:09 +0000,iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,None,45074,11327,None,
887473957103951883,2017-07-19 00:47:34 +0000,iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,67143,17576,None,
887343217045368832,2017-07-18 16:08:03 +0000,iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,None,32790,10096,None,Mexican_hairless
887101392804085760,2017-07-18 00:07:08 +0000,iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,None,29782,5769,None,Samoyed
886983233522544640,2017-07-17 16:17:36 +0000,iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,34199,7520,None,Chihuahua
886736880519319552,2017-07-16 23:58:41 +0000,iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,11731,3165,None,kuvasz
886680336477933568,2017-07-16 20:14:00 +0000,iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,21856,4321,None,
886366144734445568,2017-07-15 23:25:31 +0000,iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,20636,3098,pupper,French_bulldog
886267009285017600,2017-07-15 16:51:35 +0000,iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12,10,None,116,4,None,
886258384151887873,2017-07-15 16:17:19 +0000,iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,27269,6099,None,
885984800019947520,2017-07-14 22:10:11 +0000,iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,31764,6559,None,Blenheim_spaniel
885528943205470208,2017-07-13 15:58:47 +0000,iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,35040,6220,None,pug
885518971528720385,2017-07-13 15:19:09 +0000,iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10,None,19909,3631,None,
885167619883638784,2017-07-12 16:03:00 +0000,iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,21342,4247,None,malamute
884925521741709313,2017-07-12 00:01:00 +0000,iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,75324,17676,None,
884876753390489601,2017-07-11 20:47:12 +0000,iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,27174,5442,None,
884562892145688576,2017-07-11 00:00:02 +0000,iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,23641,4542,None,NA
884441805382717440,2017-07-10 15:58:53 +0000,iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,26301,5487,None,NA
884247878851493888,2017-07-10 03:08:17 +0000,iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13,10,None,71025,19874,None,
884162670584377345,2017-07-09 21:29:42 +0000,iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,19832,2887,doggo,
883838122936631299,2017-07-09 00:00:04 +0000,iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,21327,3338,None,
883482846933004288,2017-07-08 00:28:19 +0000,iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,44718,9624,None,NA
883360690899218434,2017-07-07 16:22:55 +0000,iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,22097,3594,floofer,
883117836046086144,2017-07-07 00:17:54 +0000,iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,36180,6457,None,NA
882992080364220416,2017-07-06 15:58:11 +0000,iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,23317,3804,None,NA
882762694511734784,2017-07-06 00:46:41 +0000,iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,27565,4749,pupper,NA
882627270321602560,2017-07-05 15:48:34 +0000,iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,27208,5908,None,NA
882268110199369728,2017-07-04 16:01:23 +0000,iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,43757,11239,None,NA
882045870035918850,2017-07-04 01:18:17 +0000,iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,28570,4802,None,
881906580714921986,2017-07-03 16:04:48 +0000,iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,23686,3294,None,
881666595344535552,2017-07-03 00:11:11 +0000,iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,49287,10357,None,NA
881536004380872706,2017-07-02 15:32:16 +0000,iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,None,48153,15482,pupper,
881268444196462592,2017-07-01 21:49:04 +0000,iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,22519,5030,None,
880935762899988482,2017-06-30 23:47:07 +0000,iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,16614,2702,None,
880872448815771648,2017-06-30 19:35:32 +0000,iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,20717,3713,None,NA
880465832366813184,2017-06-29 16:39:47 +0000,iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,27793,6092,None,NA
880221127280381952,2017-06-29 00:27:25 +0000,iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,26334,4092,None,NA
880095782870896641,2017-06-28 16:09:20 +0000,iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,26922,4211,None,
879862464715927552,2017-06-28 00:42:13 +0000,iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,21774,3393,None,NA
879674319642796034,2017-06-27 12:14:36 +0000,iPhone,@RealKentMurphy 14/10 confirmed,14,10,None,302,10,None,
879492040517615616,2017-06-27 00:10:17 +0000,iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,22839,3085,None,NA
879415818425184262,2017-06-26 19:07:24 +0000,iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,103124,43013,None,
879376492567855104,2017-06-26 16:31:08 +0000,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,16378,3020,None,NA
879050749262655488,2017-06-25 18:56:45 +0000,iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,21969,4567,None,
879008229531029506,2017-06-25 16:07:47 +0000,iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,18514,2614,None,
878776093423087618,2017-06-25 00:45:22 +0000,iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,18930,4006,puppo,
878604707211726852,2017-06-24 13:24:20 +0000,iPhone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13,10,None,29456,6991,None,
878281511006478336,2017-06-23 16:00:04 +0000,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,7547,1250,None,NA
878057613040115712,2017-06-23 01:10:23 +0000,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,40992,6612,None,NA
877736472329191424,2017-06-22 03:54:17 +0000,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,77719,18550,None,NA
877556246731214848,2017-06-21 15:58:08 +0000,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,22170,3695,None,NA
877316821321428993,2017-06-21 00:06:44 +0000,iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,26732,5050,None,
877201837425926144,2017-06-20 16:29:50 +0000,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,26462,5432,None,NA
876838120628539392,2017-06-19 16:24:33 +0000,iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,20181,3248,pupper,NA
876537666061221889,2017-06-18 20:30:39 +0000,iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14,10,None,22970,4514,None,
876484053909872640,2017-06-18 16:57:37 +0000,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,18306,2326,None,NA
876120275196170240,2017-06-17 16:52:05 +0000,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,27269,4559,None,NA
875747767867523072,2017-06-16 16:11:53 +0000,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,24583,4176,None,NA
875144289856114688,2017-06-15 00:13:52 +0000,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,21414,4812,None,NA
875097192612077568,2017-06-14 21:06:43 +0000,iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,13,10,None,26750,5898,None,
875021211251597312,2017-06-14 16:04:48 +0000,iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,None,24883,4604,None,NA
874680097055178752,2017-06-13 17:29:20 +0000,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,27178,4529,None,NA
874296783580663808,2017-06-12 16:06:11 +0000,iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,25458,4010,pupper,NA
874057562936811520,2017-06-12 00:15:36 +0000,iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,None,22188,3857,None,NA
874012996292530176,2017-06-11 21:18:31 +0000,iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,33749,10158,puppo,NA
873580283840344065,2017-06-10 16:39:04 +0000,iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,None,23673,3845,None,
873213775632977920,2017-06-09 16:22:42 +0000,iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,7074,1549,pupper,NA
872967104147763200,2017-06-09 00:02:31 +0000,iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,None,26729,5289,doggo,NA
872820683541237760,2017-06-08 14:20:41 +0000,iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,None,14415,3620,None,NA
872620804844003328,2017-06-08 01:06:27 +0000,iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,20342,3616,None,NA
872486979161796608,2017-06-07 16:14:40 +0000,iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,None,39833,8833,None,NA
872122724285648897,2017-06-06 16:07:15 +0000,iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,10,Kody,33673,7969,None,
871879754684805121,2017-06-06 00:01:46 +0000,iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,37145,10930,None,
871762521631449091,2017-06-05 16:15:56 +0000,iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,19862,3414,pupper,
871515927908634625,2017-06-04 23:56:03 +0000,iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,19797,3395,doggo,
871102520638267392,2017-06-03 20:33:19 +0000,iPhone,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,14,10,None,20544,5412,doggo,
871032628920680449,2017-06-03 15:55:36 +0000,iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,22255,3753,None,
870804317367881728,2017-06-03 00:48:22 +0000,iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11,10,None,32999,6101,None,
870726314365509632,2017-06-02 19:38:25 +0000,iPhone,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,10,10,None,117,3,None,
870656317836468226,2017-06-02 15:00:16 +0000,iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,12180,2598,None,
870374049280663552,2017-06-01 20:18:38 +0000,iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Zoey,81298,25838,None,NA
870308999962521604,2017-06-01 16:00:09 +0000,iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,21471,4093,None,
870063196459192321,2017-05-31 23:43:25 +0000,iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,14,10,Clifford,35993,8223,None,
869772420881756160,2017-05-31 04:27:59 +0000,iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Dewey,41733,9901,None,NA
869702957897576449,2017-05-30 23:51:58 +0000,iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,10,Stanley,27781,6260,None,
869596645499047938,2017-05-30 16:49:31 +0000,iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,Scout,15735,3101,doggo,
869227993411051520,2017-05-29 16:24:37 +0000,iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,10,Gizmo,20157,3750,None,NA
868880397819494401,2017-05-28 17:23:24 +0000,iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,10,Walter,64596,14308,None,
868622495443632128,2017-05-28 00:18:35 +0000,iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13,10,None,26358,5240,None,NA
868552278524837888,2017-05-27 19:39:34 +0000,iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12,10,Cooper,9980,2069,None,NA
867900495410671616,2017-05-26 00:29:37 +0000,iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12,10,None,23867,4136,None,NA
867774946302451713,2017-05-25 16:10:44 +0000,iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13,10,Harold,33535,7274,None,
867421006826221569,2017-05-24 16:44:18 +0000,iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12,10,Shikha,15922,2477,puppo,
867051520902168576,2017-05-23 16:16:06 +0000,iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13,10,None,31856,7796,None,NA
866720684873056260,2017-05-22 18:21:28 +0000,iPhone,He was providing for his family 13/10 how dare you https://t.co/Q8mVwWN3f4,13,10,None,19837,4774,None,
866686824827068416,2017-05-22 16:06:55 +0000,iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12,10,Lili,19066,3453,None,NA
866450705531457537,2017-05-22 00:28:40 +0000,iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13,10,Jamesy,120890,35079,pupper,
866334964761202691,2017-05-21 16:48:45 +0000,iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12,10,Coco,51976,14338,None,
865718153858494464,2017-05-19 23:57:46 +0000,iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",13,10,Boomer,25389,5588,None,NA
865359393868664832,2017-05-19 00:12:11 +0000,iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13,10,Sammy,26202,4981,None,NA
865006731092295680,2017-05-18 00:50:50 +0000,iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,13,10,Nelly,27752,7657,None,NA
864873206498414592,2017-05-17 16:00:15 +0000,iPhone,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 https://t.co/wr3xsjeCIR,14,10,None,31992,8683,None,
864279568663928832,2017-05-16 00:41:21 +0000,iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,12,10,Meatball,14498,3016,None,NA
